HERBACEOUS	ER0BEY1SHAH0S
HAMSTRINGS	HHAE1MSTRIH2NGZ
BIOSENSOR	BAY2OW0SEH1NSER0
ANDERLE	AE1NDER0AH0L
AYOTTE	EY0AO1T
PREFECT	PRIY1FEH2KT
LIBERATE	LIH1BER2EY2T
CONFIDED	KAH0NFAY1DIH0D
ADIDAS	AH0DIY1DAH0S
COUSENS	KUW1SAH0NZ
SINHALESE	SIH2NAH0LIY1Z
BOSSES	BAO1SIH0Z
OPOSSUM	OW0PAA1SAH0M
ROGET	ROW0ZHEY1
TAX'S	TAE1KSIH0Z
DELAUDER	DEH1LAW0DER0
AMBISONE	AE1MBAH0SOW2N
SOUNDER	SAW1NDER0
EMANATES	EH1MAH0NEY0TS
MUDS	MAH1DZ
BROIL	BROY1L
COSTAS	KAO1STAH0Z
PRESBYTERIAN(1)	PREH2ZBIH0TIH1RIY0AH0N
CHASTEN	CHEY1SAH0N
SKYSCRAPERS	SKAY1SKREY2PER0Z
TRAHERN	TRAE1HHER0N
ALL-PURPOSE	AO1LPER1PAH0S
SAUSAGES	SAO1SIH0JHIH0Z
EARTHSHAKING	ER1THSHEY2KIH0NG
KHACHIGIAN	KAH0SHIY1GIY2AH0N
RECKONING(1)	REH1KNIH0NG
ANTISENSE(1)	AE1NTAY0SEH2NS
ARROGANCE	EH1RAH0GAH0NS
INEFFABLE	IH2NEH1FAH0BAH0L
OPPOSITES	AA1PAH0ZIH0TS
AGITATION	AE2JHAH0TEY1SHAH0N
ANGELICAS	AE0NJHEH1LIH0KAH0Z
APRICOTS	AE1PRAH0KAA2TS
KLOSSNER	KLAA1SNER0
ATENCIO	AH0TEH1NSIY0OW0
REMLEY	REH1MLIY0
TOLERANT	TAA1LER0AH0NT
PETERSBURG	PIY1TER0ZBER0G
LENGTHENING(1)	LEH1NGKTHAH0NIH0NG
INVESTMENT'S	IH2NVEH1STMAH0NTS
PEHL	PEH1L
EMPTIED(1)	EH1MTIY0D
VANUNU	VAH0NUW1NUW0
MORILLOM	MAO1RIH0LAO0M
DEGREES	DIH0GRIY1Z
HEVEY	HHIH0VEY1
PHOTOOP	FOW1TOW0AO1P
INDOSUEZ	IH1NDOW0SUW0EY1Z
BIHL	BIH1L
KOLTER	KOW1LTER0
EVANDER	IY2VAE1NDER0
BLACKMUN	BLAE1KMAH0N
SEMTEX	SEH1MTEH0KS
PYRE	PAY1ER0
AUNTS(1)	AO1NTS
GRESKO	GREH1SKOW0
COLIN	KOW1LIH0N
WASSER	WAO1SER0
IMAGE	IH1MAH0JH
LANTRY	LAE1NTRIY0
CONTAINERS	KAH0NTEY1NER0Z
HEFTIEST	HHEH1FTIY0AH0ST
SLAUGHTERS	SLAO1TER0Z
CHARTS	CHAA1RTS
VETETO	VEH0TEH1TOW0
DISPATCHER'S(1)	DIH1SPAE2CHER0Z
BLEAK	BLIY1K
LIPUMA	LIY0PUW1MAH0
SEQUIN	SIY1KWAH0N
AITHNE	EY1THN
GOYKO	GOY1KOW0
HANGOUT	HHAE1NGAW2T
THICKENING	THIH1KAH0NIH0NG
PLURILATERAL	PLUH2RIH0LAE1TER0AH0L
TIMES'	TAY1MZ
ESKIMO	EH1SKAH0MOW2
WOMB	WUW1M
BURRIDGE	BAO1RIH0JH
SMUGGLER'S	SMAH1GLER0Z
NATURE'S	NEY1CHER0Z
WOLTZ	WOW1LTS
BISMUTH	BIH1ZMAH0TH
BLENDING	BLEH1NDIH0NG
CHARTER'S	CHAA1RTER0Z
ANGELO	AE1NJHAH0LOW2
SHOVEL	SHAH1VAH0L
ADVOCACY	AE1DVAH0KAH0SIY0
EPSTEIN(1)	EH1PSTAY2N
THANG	THAE1NG
DANGEROUSNESS	DEY1NJHER0AH0SNAH0S
CONVOKE	KAA0NVOW1K
EBAN(1)	IY1BAH0N
KOMISAR(1)	KAA1MIH0SAA0R
KNUDSON	KNUW1DSAH0N
NANG	NAE1NG
KEATH	KIY1TH
SLAVEN	SLEY1VAH0N
INCLINES	IH2NKLAY1NZ
ASSORT	AH0SAO1RT
SHORTER'S	SHAO1RTER0Z
NABIL	NAA0BIY1
HIPPIES	HHIH1PIY0Z
SATIRES	SAE1TAY2ER0Z
WARNING	WAO1RNIH0NG
BOULDER	BOW1LDER0
JANACHOWSKI	JHAE2NAH0CHAW1SKIY0
AMDAHL'S	AE1MDAA2LZ
TASSEL	TAE1SAH0L
AFFECTIONATE	AH0FEH1KSHAH0NAH0T
SOO	SUW1
COMMUNIQUE	KAH0MYUW1NAH0KEY2
WORKED	WER1KT
SENECA	SEH1NAH0KAH0
LUTER	LUW1TER0
AMPHITHEATRE	AE1MFAH0THIY0EY1TER0
PRICKLEBACKS	PRIH1KAH0LBAE2KS
LAGOS	LEY1GAO0S
IRREVOCABLE	IH2REH1VAH0KAH0BAH0L
WACHTELL	WAA0KTEH1L
HONEYCUTT	HHAH1NIY0KAH0T
OPHULS	OW1FAH0LZ
ALDAY	AE1LDEY0
REFFETT	REH1FIH0T
SLATHERS	SLAE1DHER0Z
ECHLIN'S	EH1KLIH0NZ
GRONEMEYER	GRAA1NIH0MAY0ER0
ANGLEY	AE1NGGLIY0
CYRANO	KIY0RAA1NOW0
ALOUD	AH0LAW1D
GIROIR	ZHAY0RWAA1R
LEHR	LEH1R
PHARMAKINETIC	FAA2RMAH0KAH0NEH1TIH0K
GROPED	GROW1PT
GRETE	GRIY1T
BINTZ	BIH1NTS
SPIELBERGER	SPIY1LBER0GER0
CLAUD	KLAO1D
PLEBISCITE	PLEH1BAH0SAY2T
MITTERAND	MIY1TER0AO2ND
OVERCOAT	OW1VER0KOW2T
SHUPE	SHUW1P
MERIDITH	MEH1RIH0DIH0TH
CLAR	KLAA1R
ARSLANIAN	AA2RSLEY1NIY0AH0N
CORNMEAL	KAO1RNMIY2L
UNCOUNTED	AH2NKAW1NTIH0D
CONGRUITY	KAH0NGRUW1AH0TIY0
ERGOT'S	ER1GAH0TS
RHOADS	ROW1DZ
ALYSSA	AH0LIH1SAH0
EGGHEADS	EH1GHHEH2DZ
RAMI	RAA1MIY0
WAYLAID	WEY1LEY2D
UNWELCOME	AH0NWEH1LKAH0M
DRAINS	DREY1NZ
MUSKOPF	MAH1SKAO0PF
ARCHIBEQUE	AA1RSHIH0BIY0K
CANNIZZO	KAA0NIY1ZOW0
BUGS	BAH1GZ
RESERVATIONISTS	REH2ZER0VEY1SHAH0NIH0STS
STOGSDILL	STAA1GZDIH0L
HILLIKER(1)	HHIH1LIH0KER0
DORTHEA	DAO1RDHIY0AH0
FALZARANO	FAA0LZAA0RAA1NOW0
CALVILLO	KAA0LVIH1LOW0
OLIGER	AA1LIH0GER0
BANGEMANN	BAE1NGGAH0MAH0N
MOSKOW	MAA1SKOW0
NIELDS	NIY1LDZ
HETEROGENEITY(1)	HHEH2TER0AH0JHIH0NEY1AH0TIY0
DZIEDZIC	JHIY1JHIH0K
COWIE	KAW1IY0
TRAPS	TRAE1PS
JUMPED	JHAH1MPT
SELLMEYER	SEH1LMAY0ER0
CHEZ(1)	CHEH1Z
DIECKMANN	DIY1KMAH0N
DISPENZA	DIH0SPEH1NZAH0
CUFFS	KAH1FS
WENDLER	WEH1NDLER0
KAZEMPOUR	KAH0ZEH1MPAW0R
ALLIED	AH0LAY1D
WANTONLY	WAO1NTAH0NLIY0
BEFRIEND	BIH0FREH1ND
REXNORD	REH1KSNAO0RD
RONNING	RAA1NIH0NG
DEBUG	DIY0BAH1G
ENGELSTAD	EH1NGGIH0LSTAH0D
PAPON	PAE1PAO0N
ERCOLE	ER0KOW1LIY0
MUSCLING(1)	MAH1SLIH0NG
BONED	BOW1ND
ETHNIC	EH1THNIH0K
ALLEY'S	AE1LIY0Z
OLBERDING	OW1LBER0DIH0NG
OVERPOPULATING	OW2VER0PAA1PYAH0LEY0TIH0NG
HASSON	HHAE1SAH0N
PRESENTS	PREH1ZAH0NTS
YOUNGBLOOD	YAH1NGBLAH2D
DYMOND	DAY1MAH0ND
KRAVCHUK'S	KRAA1VCHUH2KZ
TRANSCENDENCE	TRAE0NSEH1NDAH0NS
CZECHOSLOVAKIA	CHEH2KAH0SLOW0VAA1KIY0AH0
VANHALL	VAE2NHHAO1L
AMCOR	AE1MKAO2R
VAYDA	VEY1DAH0
GRIFFY	GRIH1FIY0
FLETCHER	FLEH1CHER0
BAWDY	BAO1DIY0
ENERGIZING	EH1NER0JHAY2ZIH0NG
PENALIZING	PIY1NAH0LAY2ZIH0NG
MACHINERY(1)	MAH0SHIY1NRIY0
GUNPOINT	GAH1NPOY2NT
ADVENTISTS	AE1DVEH2NTIH0STS
NANO	NAA1NOW0
ROUGHNECKS	RAH1FNEH2KS
GRESH	GREH1SH
CUCKOO	KAH1KUW2
LANGE	LAE1NG
GORSLINE	GAO1RSLAY2N
WELINDER	WEH1LIH2NDER0
DAKAR	DAA0KAA1R
AIDA	AY0IY1DAH0
WESTMORELAND	WEH0STMAO1RLAH0ND
MACBRIDE	MAH0KBRAY1D
MASTER'S	MAE1STER0Z
PLANET'S	PLAE1NAH0TS
HEADS-UP	HHEH1DZAH2P
HELLBUSCH	HHEH1LBAH0SH
FORMALIZES	FAO1RMAH0LAY2ZIH0Z
AIKENS	EY1KIH0NZ
TOSHIBA'S	TOW0SHIY1BAH0Z
CRATES	KREY1TS
STETTLER	STEH1TLER0
TRIMMERS	TRIH1MER0Z
RECIPIENTS	RIH0SIH1PIY0AH0NTS
NOCERA	NOW0CHEH1RAH0
VITALI	VIY0TAA1LIY0
RECOUNTS	RIY2KAW1NTS
BENI	BEH1NIY0
BRAMLETT	BRAE1MLIH0T
TESTON	TEH1STAH0N
WHEELABRATOR(1)	HHWIY2LAH0BREY1TER0
WALTERMIRE	WAO1LTER0MAY0R
TEEMS	TIY1MZ
MESOTHORAX	MEH2ZAH0THAO1RAE2KS
CARMELITE	KAA1RMAH0LAY2T
CLOER	KLOW1ER0
KOZICKI	KAH0ZIH1TSKIY0
STARSTREAM	STAA1RSTRIY2M
AICHI	AA0IY1CHIY0
MCCLINTON	MAH0KLIH1NTAH0N
NORRIE	NAO1RIY0
JUSTINO	JHAH0STIY1NOW0
CONDENSE	KAH0NDEH1NS
BENWARE	BEH1NWEH0R
DASILVA	DAH0SIH1LVAH0
PASSAGES	PAE1SAH0JHAH0Z
BLETHEN	BLEH1THAH0N
PRODIGIOUS	PRAH0DIH1JHAH0S
LIGGETT'S	LIH1GEH2TS
UNBEND	AH2NBEH1ND
ECOLOGISTS	IH0KAA1LAH0JHIH0STS
PROCEDURE	PRAH0SIY1JHER0
LEACOCK	LIY1KAA2K
EMPLOYS(1)	IH0MPLOY1Z
MACKINTOSH	MAE1KAH0NTAA2SH
COD(1)	SIY1OW1DIY1
SURPLUS	SER1PLAH0S
BAST	BAE1ST
GUITARIST	GIH2TAA1RIH0ST
CONTESTS	KAA1NTEH0STS
GLADNEY	GLAE1DNIY0
CRUSHER	KRAH1SHER0
DROSER	DROW1ZER0
UNCHARACTERISTIC	AH2NKEH2RIH0KTER0IH1STIH0K
ELGAR	EH1LGER0
WORDSWORTH	WER1DZWER0TH
SHORTZ	SHAO1RTS
WONDER	WAH1NDER0
HOSEY	HHOW1ZIY0
SPOUTED	SPAW1TAH0D
AGREEMENT'S	AH0GRIY1MAH0NTS
AMPHETAMINE	AE0MFEH1TAH0MIY2N
QUEER	KWIH1R
CARIE	KEH1RIY0
LYUBIMOV'S	LYUW1BAH0MAA0VZ
HEADED	HHEH1DAH0D
SANTIA	SAA1NTYAH0
THIES	THIY1Z
NUMEIRI	NUW0MEY1RIY0
LAPAROSCOPY	LAE2PER0AA1SKAH0PIY0
TORRISI	TAO0RIY1SIY0
ST_MARTIN	SEY1NTMAA1RTIH0N
LABAR	LAH0BAA1R
BRIDGET(1)	BRIH1JHIH0T
TELEPORT'S	TEH1LAH0PAO1RTS
BRETSCHNEIDER	BREH1CHNAY0DER0
MASSIF	MAE0SIY1F
KUZEL	KUW1ZAH0L
KELLISON	KEH1LIH0SAH0N
SNIEGOWSKI	SNIY0GAO1FSKIY0
TRAYS	TREY1Z
ALDERTON	AO1LDER0TAH0N
RECURRED	RIY0KER1D
HOOLEY	HHUW1LIY0
FENOGLIO	FEH0NOW1GLIY0OW0
CUMINGS	KUW1MIH0NGZ
COUNCIL	KAW1NSAH0L
BELLM	BEH1LM
BETTERED	BEH1TER0D
TRITT	TRIH1T
DRAMATIZE(1)	DRAE1MAH0TAY2Z
WILLCOX	WIH1LKAA2KS
REASSEMBLY	RIY2AH0SEH1MBLIY0
XYLON	ZAY1LAH0N
KLINKHAMMER	KLIH1NGKHHAE0MER0
INNOCENTLY	IH1NAH0SAH0NTLIY0
RADIO	REY1DIY0OW2
XILINX	ZAY1LIH2NGKS
CHUANG	CHAE1NG
RHINEMAN	RAY1NMAH0N
DENIALS	DIH0NAY1AH0LZ
GLAUS	GLAO1Z
TOP	TAA1P
GIRE	GAY1R
ARMON	AA1RMAH0N
ROHATYN'S	RAA1HHAH0TIH0NZ
ARONIE	EH0ROW1NIY2
BURRES	BER1Z
PREMONITION	PREH0MAH0NIH1SHAH0N
BACKSAWS	BAE1KSAA2Z
RESTFUL	REH1STFAH0L
SPREADER	SPREH1DER0
LOVEMAKING	LAH1VMEY0KIH0NG
DECHINE(1)	DAH0CHIH1N
MIMOSA	MIH0MOW1SAH0
FREDERICKSEN	FREH1DER0IH0KSAH0N
SISCO	SIY1SKOW0
DISILLUSIONMENT	DIH2SIH0LUW1ZHAH0NMAH0NT
TROUTNER	TRAW1TNER0
N'DOUR	NDAW1R
HENERY	HHEH1NER0IY0
WEDGEWOOD	WEH1JHWUH2D
KEENAN	KIY1NAH0N
THIBEAULT	TIY1BOW0
JOSTLING(1)	JHAA1SLIH0NG
SHAP	SHAE1P
CONCEALMENT	KAH0NSIY1LMAH0NT
BELAIRE	BAH0LEH1R
COMMEMORATIONS	KAH0MEH2MER0EY1SHAH0NZ
DUARTE	DWAA1RTEY2
OSMER	AA1SAH0MER0
MOTIFS	MOW0TIY1FS
HYPE	HHAY1P
HORSHAM'S	HHAO1RSHAH0MZ
LELEUX	LIH0LOW1
DETOUR	DIH0TUH1R
OLSHANSKY	OW1LSHAH0NSKIY0
WAH-PEI	WAA1PEY1
MATURE	MAH0CHUH1R
INSPECTIONS	IH2NSPEH1KSHAH0NZ
KNUST	KNAH1ST
BLECHLEY	BLEH1KLIY0
REBEL	REH1BAH0L
BIBBEE	BIH1BIY1
SEADRIFT	SIY1DRIH2FT
LUDWIN	LAH1DWIH0N
SILVA'S	SIH1LVAH0Z
RENEWALS	RIH0NUW1AH0LZ
HECUBA	HHEH1KYAH0BAH0
AUTORADS	AO1TOW0RAE2DZ
SPORTSMAN	SPAO1RTSMAH0N
FOULS	FAW1LZ
DAWES	DAO1Z
DETAINEE	DIY2TEY0NIY1
SCULL	SKAH1L
VENNARD	VEH1NER0D
DECLERCQ'S	DAH0KLER1KS
SIRK	SER1K
RIMEL	RIH1MAH0L
SHYING	SHAY1IH0NG
SENSE-DATA(1)	SEH1NSDAE2TAH0
DECONGESTANT(1)	DIY0KAH0NJHEH1STAH0NT
WINGER	WIH1NGER0
EMBARGOES	EH0MBAA1RGOW0Z
PROWSE	PRAW1Z
PITTED	PIH1TAH0D
EAR(1)	IH1R
SANDI	SAE1NDIY0
NAVIGATIONAL	NAE2VAH0GEY1SHAH0NAH0L
ROULAC	RUW1LAE0K
PREOCCUPIED	PRIY0AA1KYAH0PAY2D
QUESTAR	KWEH1STER0
HEARTEN	HHAA1RTAH0N
EXCLUDE	IH0KSKLUW1D
SAD	SAE1D
BONASERA	BOW0NAA0SEH1RAH0
MENIL	MEH0NIY1L
WANDER	WAA1NDER0
MIDDLEBURG	MIH1DAH0LBER0G
BRIDESMAID	BRAY1DZMEY2D
DIAPHONIA	DAY2AH0FOW1NIY0AH0
UNFOCUSED	AH0NFOW1KAH0ST
INCREDULITY	IH2NKRAH0DUW1LIH0TIY0
TRACTOR	TRAE1KTER0
BLUMENTHAL	BLUW1MAH0NTHAO2L
BUNDY'S	BAH1NDIY0Z
TOUSIGNANT	TUW1SIH0GNAH0NT
ERITREA	EH2RIH0TRIY1AH0
MURDOCKS	MER1DAA0KS
SILVERTHORNE	SIH1LVER0THAO0RN
HAVEMAN	HHEY1VMAH0N
FURTADO	FUH0RTAA1DOW0
NORTHWEST'S	NAO2RTHWEH1STS
DESROSIERS(1)	DEY2ROW0ZHIH1RZ
FRATERNITY	FRAH0TER1NAH0TIY0
BARBAGALLO	BAA2RBAH0GAE1LOW0
TRAUTNER	TRAW1TNER0
PERJURER	PER1JHER0ER0
ANEW(1)	AH0NYUW1
GUGGENHEIM'S	GUW1GAH0NHHAY2MZ
SPICER	SPAY1SER0
NIDIFFER	NIH1DIH0FER0
IVEY	AY1VIY0
HAVER	HHEH1VER0
LIBERIA'S	LAY2BIH1RIY2AH0Z
CONCOCTED	KAH0NKAA1KTAH0D
WHIPPLE	WIH1PAH0L
PRE	PRIY1
HEILEMAN	HHAY1LMAH0N
MARCHENKO	MAA2RCHEH1NKOW0
HIMMELSBACH	HHIH1MIH0LSBAA0K
ADORNING	AH0DAO1RNIH0NG
CUSK	KAH1SK
COSTING	KAO1STIH0NG
RESENDEZ	REY0SEY1NDEH0Z
ROYBAL	ROY1BAH0L
DECAROLIS(1)	DIH0KER1AH0LIH0S
CARAVELLA	KAE2RAH0VEH1LAH0
SNORKELING	SNAO1RKAH0LIH2NG
THORBURN	THAO1RBER0N
TILLAGE	TIH1LAA0JH
MUMA	MYUW1MAH0
IMPERFECTION	IH2MPER0FEH1KSHAH0N
UNPRODUCTIVE	AH2NPRAH0DAH1KTIH0V
CURATORS	KYUH1RAH0TER0Z
KROCK	KRAA1K
BHATTACHARJY	BAA2TAH0CHAA1RJHIY0
ROUNDTABLE	RAW1NDTEY2BAH0L
DURACELL	DUH1RAH0SEH2L
HIRADIN	HHIH0RAA1DIH0N
FORECASTERS	FAO1RKAE2STER0Z
DEPRESSES	DIH0PREH1SAH0Z
MCCABE(1)	MAE1KAH0BIY0
SMOTHERMON	SMAA1THER0MOW0N
BEEKEEPER	BIY1KIY2PER0
COGENCY	KOW1JHAH0NSIY0
LAPHAM	LAE1FAH0M
RENOIRS	REH0NWAA1RZ
PREDICATING	PREH1DAH0KEY2TIH0NG
TROIANI	TROW0YAA1NIY0
ERASING	IH0REY1SIH0NG
UNIVERSE	YUW1NAH0VER2S
MONOCARPIC	MAA2NAH0KAA1RPIH0K
SOLLY	SAA1LIY0
SOULIER	SUW1LIY2ER0
UNCOOL	AH2NKUW1L
CHARTRAND	CHAA1RTRAH0ND
INSISTS	IH2NSIH1STS
STRAHAN	STRAE1HHAH0N
GORANSON	GAO1RAH0NSAH0N
SABEDRA	SAH0BEH1DRAH0
LIVOR	LIH0VAO1R
SABBATHS	SAE1BAH0THS
SLIPPING	SLIH1PIH0NG
WOODRICH	WUH1DRIH2CH
WEAPONS'	WEH1PAH0NZ
COUPS	KUW1Z
MISCHA	MIH1SHAH0
ARCHAMBEAU	AA1RSHAH0MBOW2
ULSTER	AH1LSTER0
MEFFERT	MEH1FER0T
FARRISH	FAE1RIH0SH
COTE	KOW1T
LEADOFF	LIY1DAO2F
PHONY	FOW1NIY0
DODSWORTH	DAA1DSWER0TH
NEXT(1)	NEH1KS
LOPER	LOW1PER0
CZECHOSLOVAKIA'S	CHEH2KAH0SLOW0VAA1KIY0AH0Z
MESLER(1)	MEH1SLER0
NORTHCOTT	NAO1RTHKAH0T
CRISSINGER	KRIH1SIH0NJHER0
RUSTS	RAH1STS
MULTIPLICATION	MAH2LTAH0PLAH0KEY1SHAH0N
CLAGUE	KLAA1G
PAREKH	PAA1RIH0K
STARRING	STAA1RIH0NG
REXRODE	REH1KSROW0D
ISOTONER	IH1ZOW0TAH2NER0
ROYSE	ROY1S
TOGO	TOW1GOW0
ECKHARDT	EH1KHHAA2RT
HAGERSTOWN	HHEY1GER0ZTAW2N
BOYLES	BOY1LZ
VANDENBURGH	VAE1NDAH0NBER0G
VAHID	VAA0HHIY1D
DAD	DAE1D
LABELING	LEY1BAH0LIH0NG
MUSTERED	MAH1STER0D
COUNSELORS	KAW1NSAH0LER0Z
DELEBARRE	DEH2LAH0BAA1R
MISINTERPRET	MIH0SIH0NTER1PRAH0T
CHOCK	CHAA1K
IGER	AY1GER0
SCHEMATA	SKIH0MAE1TAH0
FIASCO	FIY0AE1SKOW0
DIAGRAMMATIC	DAY2AH0GRAH0MAE1TIH0K
SCHOOLBOOK	SKUW1LBUH2K
WHY'S(1)	HHWAY1Z
KOENEMAN	KAA1IY0NMAH0N
DISABUSE	DIH0SAH0BYUW1S
MONASTERY	MAA1NAH0STEH2RIY0
STERILIZATION	STEH2RAH0LAH0ZEY1SHAH0N
BARBRE	BAA1RBER0
KADE	KEY1D
ARBUCKLES	AA1RBAH0KAH0LZ
PALLET	PAE1LAH0T
NESTED(1)	NEH1STIH0D
AIDING	EY1DIH0NG
AG	AE1G
LOL	LAO1L
SOLAK	SOW1LAH0K
VENDING	VEH1NDIH0NG
GODFREY'S	GAA1DFRIY0Z
RENDELL	REH1NDAH0L
KU	KUW1
PIACENTINI	PIY0AA0CHEH0NTIY1NIY0
MU	MUW1
ROULETTES	RUW0LEH1TS
HYSER	HHAY1ZER0
GRZESKOWIAK	GER0ZIH0SKAW1IY0AE0K
LAHAM	LAE1HHAH0M
SWINGLEY	SWIH1NGGLIY0
KURLAND	KER1LAH0ND
IMPERIALISTS	IH2MPIH1RIY0AH0LIH0STS
BARRIS(1)	BEH1RIH0S
REDEMPTIONS(1)	RIH0DEH1MSHAH0NZ
NOGUERA	NOW0GEY1RAA0
MOREHEAD	MAO1RHHEH0D
HUMANIZES	HHYUW1MAH0NAY2ZIH0Z
FILMMAKER'S	FIH1LMEY2KER0Z
AUTOBOTS	AO2TAH0BAA1TS
REPRISALS(1)	RIY0PRAY1ZAH0LZ
BONNIBEL	BAA1NIH0BEH0L
USELESS	YUW1SLAH0S
BALLPOINT	BAO1LPOY0NT
KEMNITZ	KEH1MNIH0TS
LIECHTENSTEIN	LIH1KTAH0NSTAY2N
TRANSLATION(1)	TRAE0NSLEY1SHAH0N
DEPENDS	DIH0PEH1NDZ
JUANA(1)	HHWAA1NAH0
MEHLMAN	MEH1LMAH0N
ADMIRES	AE0DMAY1RZ
OVERALLOTMENTS	OW1VER0AH0LAA1TMAH0NTS
BRICKEY	BRIH1KIY0
EICHENBERG	AY1KAH0NBER0G
CRAMMING	KRAE1MIH0NG
URGING	ER1JHIH0NG
CHLAMYDIA	KLAE0MAY1DIY0AH0
REINTRODUCTION	RIY2IH0NTRAH0DAH1KSHAH0N
STAGNER	STAE1GNER0
FROMER	FROW1MER0
PAREDIS	PEH1RAH0DIH2S
GEOID	JHIY1OY0D
SANDEFUR	SAE1NDEH0FER0
KALT	KAO1LT
GAULDING	GAO1LDIH0NG
RETINOID	REH1TIH0NOY0D
ANTIBIOTIC(1)	AE2NTAY0BAY0AA1TIH0K
FAVREAU	FAH0VROW1
INTERMINABLY	IH1NTER0MIH0NAE2BLIY0
CHIESA	KIY1SAH0
CHIPITA	CHAH0PIY1TAA0
DISPENSABLE	DIH0SPEH1NSAH0BAH0L
SINUOUS	SIH1NWAH0S
CLASSMAN	KLAE1SMAH0N
BIMINI(1)	BIH0MIY1NIY0
GULLEY	GAH1LIY0
PERSIST	PER0SIH1ST
MCELLIGOTT	MAH0KEH1LAH0GAH0T
GLASHOW	GLAE1SHAW0
REDEKER	REH1DIH0KER0
MEISNER	MAY1SNER0
PARNELLA	PAA0RNEH1LAH0
TESCO	TEH1SKOW0
RAMPS	RAE1MPS
REFLECTED(1)	RIH0FLEH1KTIH0D
WALEED	WAA2LIY1D
TELERATE	TEH1LER0EY1T
STARLIKE	STAA1RLAY2K
BUKER	BYUW1KER0
RAMSEY'S	RAE1MZIY0Z
DUCHAMP	DUW0SHAA1MP
TRIBBEY	TRIH1BIY0
RASIA	RAA1SIY0AH0
BERLES'	BER1LZ
BENDS	BEH1NDZ
TREMMEL	TREH1MAH0L
GENERALIZE	JHEH1NER0AH0LAY2Z
FOXY	FAA1KSIY0
GROWER	GROW1ER0
ENDANGER	EH0NDEY1NJHER0
MENACE(1)	MEH1NIH0S
AZEVEDO	AA0ZEY0VEY1DOW0
PRODDING	PRAA1DIH0NG
KEMPLE	KEH1MPAH0L
MCCULLERS	MAH0KAH1LER0Z
XENIA	ZIY1NIY0AH0
TATE'S	TEY1TS
OTTER'S	AA1TER0Z
LOBEL	LOW1BAH0L
IMMERMAN	IH1MER0MAH0N
SLOWINSKI	SLOW0IH1NSKIY0
ALEO	AA1LIY0OW0
COMMENCE	KAH0MEH1NS
PROKOP	PROW1KAH0P
BATTLESHIP	BAE1TAH0LSHIH2P
RAMESSES(1)	RAE1MSIY2Z
SCHEXNAYDER	SHEH1KSNEY0DER0
CAPITALIZING	KAE1PIH0TAH0LAY2ZIH0NG
SNAIL'S	SNEY1LZ
CUSHIONS	KUH1SHAH0NZ
KORANDA	KER0AE1NDAH0
FIGURA	FIY0GUH1RAH0
ACTUALIZE	AE1KCHUW2AH0LAY2Z
ANCHORMAN(1)	AE1NGKER0MAH0N
GENETIC	JHAH0NEH1TIH0K
THALLIUM	THAE1LIY0AH0M
CHILDREE	CHAY0LDRIY1
BARCOMB	BAA1RKAH0M
QUINTEROS	KWIY0NTEH1ROW0Z
TAUNTED	TAO1NTIH0D
ACCOUNTABILITY	AH0KAW1NTAH0BIH2LIH0TIY0
YOUNGDAHL	YAH1NGDAA2L
RIFFLE	RIH1FAH0L
ZIER	ZIH1R
REVSON	REH1VSAH0N
GRUBS	GRAH1BZ
MATHISON	MAE1THIH0SAH0N
IRONIZER	AY1ER0NAY2ZER0
RIGHTED	RAY1TIH0D
MELEE	MEY1LEY2
VET	VEH1T
PEGUERO	PEY0GEH1ROW0
SHAND	SHAE1ND
ZAVALA	ZAA0VAA1LAH0
HOXWORTH	HHAA1KSWER0TH
POWERPCS'	PAW1ER0PIY1SIY1Z
HESTAND	HHEH1STAH0ND
CURRYING	KER1IY0IH0NG
PINKNEY	PIH1NGKNIY0
GIBERT	GIH1BER0T
WITH(3)	WIH0DH
JANISZEWSKI	YAH0NIH0SHEH1FSKIY0
BANFORD	BAE1NFER0D
CONTORTION	KAH0NTAO1RSHAH0N
INGRAHAM	IH1NGGRAH0HHAE2M
ARNTZ	AA1RNTS
HANAFIN	HHAE1NAH0FIH0N
BRASSES	BRAE1SIH0Z
GOVER	GAH1VER0
CURLESS	KER1LAH0S
ESSENCE	EH1SAH0NS
PINYAN	PIH1NYAH0N
WESTFALL	WEH1STFAO2L
BELYING	BIH0LAY1IH0NG
LARGER	LAA1RJHER0
DHALI	DAA1LIY0
JIGSAW	JHIH1GSAO2
MANGO	MAE1NGGOW0
CLABO	KLAA1BOW0
INDIGENTS	IH1NDIH0JHAH0NTS
COBE	KOW1B
CZAJKOWSKI	CHAY0KAO1FSKIY0
ALTFEST	AA1LTFEH2ST
ADDEO	AA1DIY0OW0
IMAGING	IH1MIH0JHIH0NG
CONTINENT'S	KAA1NTAH0NAH0NTS
GRULLON	GRAH1LAH0N
GIRDLE	GER1DAH0L
NIPPLE	NIH1PAH0L
ECONOMICO	IY0KAA2NAH0MIY1KOW0
WILLERT	WIH1LER0T
WHITEWASH	WAY1TWAA2SH
PITMAN	PIH1TMAH0N
SIMULATE(1)	SIH1MYAH0LEY2T
CHEMO	KIY1MOW0
SIGHTED	SAY1TAH0D
FLINTLOCK	FLIH1NTLAA2K
SIMPLICITY(1)	SIH0MPLIH1SIH0TIY0
BOUNCED	BAW1NST
INJUSTICES	IH2NJHAH1STAH0SIH0Z
