ER0BEY1SHAH0S	HERBACEOUS
HHAY1LMAH0N	HILEMAN
AH0LUW1FNAH0S	ALOOFNESS
KEY1SIY0Z	CASEY'S
PER0SIY1VD	PERCEIVED
DREH1MT	DREAMT
GEH1DAH0S	GEDDES
DRUW1AH0DIH2ZAH0M	DRUIDISM
PAH0LAA1SEH0K	POLASEK
IH1NAH0VEY2TS	INNOVATES
SIY2MIY0OW1NIY0	SIMIONE
FAY0LAA1JHAH0NIY0	PHYLOGENY
REH1DLIH0NGER0	REDLINGER(1)
RAE1NTIH0NG	RANTING
SAE0SHEY1	SACHET
MAE2GNAH0TAH0ZEY1SHAH0N	MAGNETIZATION
YAH1NGSTER0Z	YOUNGSTERS'
AE1PAH0NIY2N	APENNINE
FRAH0DEH1T	FRADETTE
FLEY1D	FLAYED
KIH1NCHIH0LOW0	KINCHELOE
FRIH1KIY0	FRICKEY
AH0KER1AH0NSIH0Z	OCCURRENCES
AO1RWEH2LZ	ORWELL'S
BAA1JHIY0OW0	BAGGIO
HHAA1RDSHIH0P	HARDSHIP
HHEH1LYER0	HELLIER
AE2MBIH0GYUW1AH0TIY0	AMBIGUITY
BEH1LKAH0SAH0M	BELKACEM
BUW2TAH0LEY1ZIY0Z	BUTHELEZI'S
MAY2KROW0PEY2LIY0AH0NTAA1LAH0JHIY0	MICROPALEONTOLOGY
TWIH1STER0	TWISTER
BEH1TIH0NG	BETTING
POW1ZNER0Z	POSNER'S
MAA2RZEH1T	MARZETTE
IH2NFRIH1NJHD	INFRINGED
MEH0NZIY0OW1NIY0	MENZIONE
SLUW1TH	SLEUTH
OW1VER2IY0Z	OVARIES
WIY1GAH0ND	WIEGAND
AH0DAE1PTER0	ADAPTER
FAH1JH	FUDGE
AE0DHHIY1SIH0V	ADHESIVE
SAY2AH0NTAA1LAH0JHAH0STS	SCIENTOLOGISTS
KAA1PS	KOPPES
FAE1NTAH0SAY2ZIH0NG	FANTASIZING
SLAE1NTAH0D	SLANTED
RAE1PER0Z	WRAPPERS
OW1BAH0	OBA
BAH1Z	BUZZ
DAA1KTER0	DR.(1)
SEH1LSIY0AH0S	CELSIUS
SOW0IH1NSKIY0	SOWINSKI
KAH1LER0OW2L	COLOROLL
YUW1SAH0JHAH0Z	USAGES
MAH0NAO1RAH0Z	MENORAHS
LEH1RIY0Z	LARRY'S
SHIH1FBAW0ER0	SCHIFFBAUER
RAE1TER0IY1	RATTERREE
STER1LIH0NG	STERLING
SIY1RIY0OW0	SERIO
SPRAW1LZ	SPROWLS
AE1LAH0FOW2NZ	ALLOPHONES
IH1NHHAA2FS	INHOFE'S(1)
RIY0JHEH1NER0EY2T	REGENERATE
AE1LCHUW0LER0	ALTSHULER(1)
GIH1LAH0M	GILLUM
KAE1CHIH0NGZ	CATCHINGS
GLAO1SIH0Z	GLOSSES
BAH0NEH1STOW0Z	BANESTO'S
MER0OW1LAH0	MEROLA
AA1RGAH0T	ARGOT
ZEH1MAH0NIH0K	ZEMANEK
KAE1DHER0Z	CATHER'S
BAA1RTLIY0	BARTLEY
KRIH1STAH0LZ	CRYSTAL'S
AA0RAA1KIY0	ARAKI
JHEH2NER0AE1L	GENERALE
HHEY1FER0D	HAYFORD
WIH1SKER0	WHISKER
BAE1LER0DZ	BALLARD'S
RAY1KIH0LT	REICHELT
ZAA0WAA1DAH0	ZAWADA
STIH1MAH0K	STIMAC
KWAA1NDRIY0	QUANDARY(1)
FIH1LZ	PHIL'S
PAH1NGK	PUNK
STAO1RKIY2PER0	STOREKEEPER
SAH0SPEH1NS	SUSPENSE
DAA1NGKIY0Z	DONKEYS
IH2NSTAH0LEY1SHAH0N	INSTALLATION
EH1KZGER1LFREH2ND	EX-GIRLFRIEND
FAO1T	FOUGHT
TRAE0NSFAO1RMD	TRANSFORMED
CHIH0KWIY1TAH0	CHIQUITA(1)
GROW1ER0	GROER
KOW0AO1RDAH0NEY2TS	COORDINATES(1)
JHEH1STS	JESTS
REH1PRAH0MAE2NDZ	REPRIMANDS
KAW1NTER0TEH2RER0IH2ZAH0M	COUNTERTERRORISM
PAA0LAA0DIY1NOW0	PALADINO
VIH0KTAO1RIY0AH0Z	VICTORIA'S
HHAE1MIH0T	HAMMETT
DIH1FAH0KAH0LTIY0Z	DIFFICULTIES
SIH2NGGAH0LHHAE1NDIH0DLIY0	SINGLEHANDEDLY
AH0NTHIH1NGKIH0NGLIY0	UNTHINKINGLY
REH1N	RENNE
OW0BRAY1IH0N	O'BRIEN
AH1MPAY2ER0	UMPIRE
GAE1LOW0Z	GALLOWS
MAY1LAE2N	MILAN(2)
ZIH1LVIY0AH0	ZILVIA
FRUW1ND	FREUND
GUW1SBEH2RIY0	GOOSEBERRY
FEH2RAH0LUW1ZIY0	FERALUZI
JHEH1SAH0MER0	JESMER
HHER0MAE1FRAH0DAY2T	HERMAPHRODITE
RIY0TREH1NCHMAH0NTS	RETRENCHMENTS
LUW1IY0	LEWI
GRIY1D	GREDE
AH0DEH1LZ	ADELL'S
WIH0DHDRAO1IH0NG	WITHDRAWING(1)
SOW1FAH0MAO2R	SOFAMOR
KAO1RAH0LAH0T	CORRELATE(1)
KAE1RIY0AH0NZ	CARRIAN'S
BRAH1DHER0	BROTHER
SIY1ZIH0K	CIZIK
DAE1RIH0NSBER0G	DARENSBOURG
LEH1PER0T	LEPPERT
KWAA0TROW1NIY0	QUATTRONE
SIH1NTAH0LAO2RIY0	SCINTILORE
ZAE1PT	ZAPPED
MAH0KAA1RTNIY0Z	MCCARTNEY'S
KAH1DZUW0	KUDZU
DAY0AE1FAH0NIH0S	DIAPHANOUS
AH0GAO1STIH0N	AGUSTIN
LEY1KBER0G	LAKEBERG
BER1MIH0D	BIRMID
PIH1NGKWAO2TER0Z	PINKWATER'S
IH2MPOW1Z	IMPOSE
KOW1	KO
DAE1RIH0N	DARRIN
JHIY1Z	JEES
OW2VER0WER1KT	OVERWORKED
TEH2LAH0PAE1TH	TELEPATH
OW0NAO1FRIY0	ONOFRE
KAH0NEH1KTER0	CONNECTER
RAY1NBOW2LT	REINBOLT
LIH1TMAH0S	LITMUS
SHAE1NGK	SCHANK
PEH1NAH0LAY2Z	PENALIZE
WAO1RNIH0K	WARNECKE
SEY1NTJHER2MEY1N	ST_GERMAINE
SHUW1LAH0NBER0G	SCHULENBERG
GAE1SHAH0Z	GASHES
JHEH1NIH0NGER0	JENNINGER
SAE1VIH0NZ	SAVIN'S
KAH0MPLEH1KSIH0TIY0	COMPLEXITY(1)
PAH1NTS	PUNTS
VAA0NUW1CHIY0	VANNUCCI
TROW1FIY0	TROPHY
HHAO1LIY0ER0	HOLLIER
MAH0TIH2RIY0AE1LIH0TIY0	MATERIALITY
IY1ZLER0	EASLER
MAH0KVEY1Z	MCVEIGH'S
BOW1LIH0N	BOWLIN
TRAE1NCHEH0Z	TRANCHES
RIH0PAA1SKIY0	REPASKY
MIH1LGRAE2M	MILGRAM
MIH0STEY1KIH0NG	MISTAKING
PAA1ZAH0TAH0D	POSITED
FEH1LGIH0NHHAW0ER0	FELGENHAUER
JHAA1SIH0LIH0N	JOSSELYN
AE1NGKER0AH0	ANKARA
IH0LEY1NZ	ELAINE'S(2)
EH0SPRIY1	ESPRIT
GRUW1Z	GROOS
DUW0NAA1GAA0N	DUNAGAN
TAY1MAH0N	TIMON
KER0TEY1LIH0NG	CURTAILING
MAY2AA1TKIY0	MIOTKE
AA0LEY1DAH0	ALEDA
VAH0LIH1NSKIY0	WOLINSKI
PAA1MIH0ST	PALMIST
TREH1SAH0L	TRESSEL
TEH1MPAH0LZMAH0N	TEMPELSMAN
LIY1NIY0AH0NT	LENIENT
GAH1NSHIH2PS	GUNSHIPS
DUH1REH0S	DURESS
PAY1AH0TIY0	PIETY
TAY1TAH0L	TEITEL
AY1AA0LAH0	IALLA
STAE1N	STAN
DIY1M	DIEHM
KAA1LAH0NAY2ZER0Z	COLONIZERS
YUW2REY1LPAH2S	EURAILPASS
DIH0PRIY1SHIY0EY2TIH0NG	DEPRECIATING
RIH0BEH1L	REBEL(1)
KAH0MIH1SHAH0NER0Z	COMMISSIONER'S
BLEY1KS	BLAKES
RIY0FOW1KAH0SIH0NG	REFOCUSING
IH2NIH0KWAA1LAH0TIY0	INEQUALITY
BER0TOW0LOW1TIY0	BERTOLOTTI
CHEH1STIH0D	CHESTED(1)
ZAH0DAO1RAH0	ZADORA
IH2NFRIH1NJHMAH0NTS	INFRINGEMENTS
BAW1SMAH0N	BAUSMAN
KAA2NGGRAH0GEY1SHAH0N	CONGREGATION
RIY0BAH1TAH0L	REBUTTAL(1)
STIY1GLER0	STIEGLER
KAH0MIY1SAH0	CAMMISA
BRAE1ZAH0L	BRAZEL
JHUW1PIH0TER0Z	JUPITER'S(1)
REH1TZLAO0F	RETZLOFF
NIH0GOW2SHIY0EY1SHAH0N	NEGOTIATION
HHAH1DIY0	HUDDY
BEH1LSHAO2	BELSHAW
AH0BAA1RKAH0	ABARCA
NAA0GAA1IY0	NAGAI
VIY1	V
SHAO1L	SHAWL
LEH1JHIH0SLEY2TS	LEGISLATES
MAE1HHAH0THER0	MAHATHIR
GIY1GER0	GIEGER
DAH0HHIH1RIY0	DEHERE
KOW1NAH0N	CONAN
HHAO1IH0NG	HAWING
STRIY1MIH0NG	STREAMING
STOW1MAH0	STOMA
BAO1RGER0DIH0NG	BORGERDING
GAA1RVIH0N	GARVIN
KAH0FEY1	CAFE
MAA1LNER0	MOLLNER
GAH1SIY0	GUSSY
NAY1SLIY0	NICELY
GRIY1NSPAA2N	GREENSPON
HHEH0RAE1LDIH0K	HERALDIC
LAO1BREY2KIH0NG	LAWBREAKING
KOW1AW0T	KOHOUT
EH0RIY0AO1N	ERION
KWIH1G	QUIGG
GLEH1GHHER0N	GLEGHORN
KEH1STLER0Z	KESTLER'S
HHEY1GIY0	HAGY
TER1BOW0Z	TURBOS
FER1NOW0	FEARNOW
BOW0NIY1NIY0	BONINE
STAE1TZER0	STATZER
BOW1TYAA2RD	BOATYARD
NAA1KAO2F	KNOCKOFF
LOW1BZ	LOBES
HHAA1P	HOP
MAH1LHHER0N	MULHEARN
MAH0NUW2VER0AH0BIH1LIH0TIY0	MANEUVERABILITY
SKEY1TER0	SKATER
KAH0MPAE1TAH0BAH0L	COMPATIBLE
SAH1TLIY0	SUTLEY
KAE1STAO2FS	CASTOFFS
NUW1ZMEY2KER0Z	NEWSMAKERS
MIH1NIY0SKER2T	MINISKIRT
KRIH1STAH0L	CHRISTEL
LEY1TKAH0MER0	LATECOMER
WAO1LDHHAO2RN	WALDHORN
GWAA1NOW2	GUANO
DIH2FER0EH1NCHIY0EY2TIH0NG	DIFFERENTIATING(1)
WEY2NOW1KOW0	WAINOCO
DEH0ZAH0KREY1SHAH0N	DESECRATION(1)
BIH0REY1T	BERATE
SEY1SAA0RZ	CESARZ
EY1CHAY1EY1EY1	HIAA
SPIY1S	SPEECE
PEY1GEH0S	PEGUES
AH0DHHIY1SIH0V	ADHESIVE(1)
SIY1GAH0L	SEGAL
TUW1PAH0LAA0V	TUPELOV
KOW1BEY0Z	KOBE'S
BEY1TRIY2Z	BAYTREE'S
MAE1LAH0DIY0	MALADY
PIY0ZAA1NOW0	PIZANO
AY0RAA1NIH0KLIY0	IRONICALLY
VAH0LEH1ROW0	VALERO
NAH0TUW1NAH0	NATUNA
KAA1NFAW2ND	CONFOUND(1)
HHAO1RSH	HORSCH
STEY1THHAW2SIH0Z	STATEHOUSES
WER1TLIY0	WORTLEY
KAH0CHEY1DOW0	CAICEDO
WIH1DNAH0L	WIDNALL
MIH0SSPOW1KAH0N	MISSPOKEN
LAE1WER0N	LAWHORN
LIH1DIH0K	LYDIC
PEY1STIH0NG	PASTING
KWAA1	CHUA(1)
AA0LKAA1LAH0	ALCALA
KER0AA1MIY0	KARAMI
RIH1NGER0	RINGER
VEH1NJHFAH0L	VENGEFUL
DRAA1MIY0	DROMI
AO1RAH0LIY0	OREILLY
SHWIH1NT	SCHWINDT
EH2NER0TEY1NMAH0NTS	ENTERTAINMENT'S(1)
BLEH1R	BLAIR
BRAA1M	BROMM
BRIY1MER0	BREMER
KOW1BZ	KOBES
IH0KSTOW1LIH0NG	EXTOLLING
TRAE1N	TRAN
TAY1PSEH2TIH0NG	TYPESETTING
AA1PT	OPT
SAH1NSEH2TS	SUNSETS
BIY1LER0	BEALER
PER0REH1LIY0	PERRELLI
KREY1GHHEH2D	CRAIGHEAD
OW1SHAH0NZ	OCEANS
BEH1TJHER0	BAETJER
NAO1RTHGEY2T	NORTHGATE
FAE1KSHAH0N	FACTION
CHAE1FAA0NT	CHALFANT(1)
IH2NTAA1LER0AH0NS	INTOLERANCE
DAH0NAA1TOW0	DONATO
SPIY1DAH0LIY0	SPEEDILY
AA1KSAH0NSHLAA2GER0	OCHSENSCHLAGER
GEY1BAH0LZ	GABLES
LAE1KSAH0TIH0VZ	LAXATIVES
MIH0SPRAY1SIH0Z	MISPRICES
VER0BUW1NZ	VERBOONS
SEH2LFKAH0NSIH1STAH0NT	SELF-CONSISTENT
IH2NMAA2RSAE1T	INMARSAT
GRUW1M	GROOM
AA1RMSTRAO2NG	ARMSTRONG(1)
YUW1LTAY2D	YULETIDE
HHAY1L	HEIL
KAW1NER0FIH2TIH0D	COUNTERFEITED(1)
GAA1DREY0	GODREJ
HHAE1KOW0	HAKKO
AO1RLAY0N	OEHRLEIN
FRAA0TSIY1NIY0	FRAZZINI
OW0BREH1MSKIY0	OBREMSKI
DEH0LMAA0NIY1KOW0	DELMONICO
KAE1DIY0OW0	CADIEUX
VIY0LEH1LAH0	VILLELLA
MAO1LTAH0	MALTA
KAA0SAA0RIY1NOW0	CASSARINO
MIH0SLIH1NSKIY0	MYSLINSKI
SHAA1RLAH0T	CHARLOTTE
IH2NHHIH1BAH0TER0	INHIBITOR
MAH0KEY1G	MCCAIG
PRAA1SIH0KYUW2TAH0BAH0L	PROSECUTABLE
KAY1ZER0ZBER0G	KAYSERSBERG
IH0KSTER2MAH0NEY1SHAH0N	EXTERMINATION
DIH2SRIH0SPEH1KTFAH0L	DISRESPECTFUL
TER1TAH0L	TURTLE
MER0JHAA1NIY0	MURJANI
BRAH1NKAO2R	BRUNCOR
OW1LAH0FIH0N	OLEFIN
GAE1RAH0	GARA
PREH1GNAH0NSIY0	PREGNANCY
GEH1STHHAW2S	GUESTHOUSE
LAY1NBEH2RIY0	LINEBERRY
MAH0KNEY1	MCNAY
GIH1DIY0AH0N	GIDEON
BAH1N	BUN
RAH0KAA1RD	ROCARD(3)
CHER0IH1LAH0	CHURILLA
LUW0KIY1MIY0AH0	LEUKEMIA
LYUW1AH0N	LEEUWEN(1)
PRIH1MROW2ZAH0Z	PRIMROSES
TUW1SIH0NG	TUSING
BAH0SIH1STAH0	BASISTA
HHEH1PKER0	HEPKER
AE1MER0TAY2Z	AMORTIZE
WEH1DHER0HHEH2D	WEATHERHEAD
SER1	SUR
DIH0LIH1VRAH0BAH0L	DELIVERABLE(1)
THROW1ER0	THROWER
HHWIH1DAH0N	WHIDDEN(1)
HHWEH1TIH0D	WHETTED(1)
MAE1TIY0	MATTY
DAA1RT	DARTT
PUW0LAA1NOW0	PULLANO
REH1MNAH0NTS	REMNANTS
WAO1TER0PRUW2F	WATERPROOF
NAA0NTEH1KNIH0KAH0L	NONTECHNICAL
IH2NVEH1STNEH2T	INVESTNET
LAH0KEH1NBAO0	LUCKENBAUGH
KAA1NREY2LZ	CONRAIL'S
WAA0CHUW1KAH0	HUACHUCA(1)
IY0VEY1DER0Z	EVADERS(1)
KAH0LAE1BER0EY2TAH0D	COLLABORATED
MAA0NGGIY1NIY0	MANGINI
RAE1SHK	RASCHKE
WIH0THHHEH1LD	WITHHELD
TAA1RTIH0KAO2FS	TARTIKOFF'S
SAA2RAH0YEY1VOW0	SARAJEVO
BREY1KIY2AH0	BRACHIA
CHEH1MAA0	CHEMA
LAH0NAO1R	LENORE
NAE1PS	KNAPP'S
MAA1NAH0TER0IH0NG	MONITORING
DUW2PLIH0KEY1SHAH0NZ	DUPLICATIONS
STEH1LIH0N	STEHLIN
KAO1NIY0Z	CONNIE'S
IH0KSPLOY1TIH0V	EXPLOITIVE
TRIH1PLAH0T	TRIPLET
AH2NFAO0RGIH1VAH0BAH0L	UNFORGIVABLE
TAH0VSAE1T	TVSAT
SHRIH1MPER0Z	SHRIMPERS
PER1LOW0	PERLOW
AO2TOW2LAH0TIY1NAH0	AUTOLATINA
DAE1NSK	DANSKE
HHAE1NDWER0K	HANDWERK
TEY1PER0IH0NG	TAPERING
HHEH1DLIY0	HEDLEY
NIY0KOW0LOW1SIY0	NICOLOSI
GAE1SIY0ER0	GASIOR
ROY1STER0	ROISTER
RUW2SOW0LIH1LOW0	RUSSOLILLO
HHEY1LZ	HAILES
KAE1PIH0TAH0LZ	CAPITOLS
GLEY1SIY0EY2T	GLACIATE(1)
AH1NBOW2LTIH0D	UNBOLTED
WAO1Z	WAUGH'S
RUW1KLAH0MER0	RUCHLAMER
JHIY1N	JEAN
PEY1TRIY0AH0T	PATRIOT
BAO1LRUW2M	BALLROOM
HHEH2RTSAH0GOW0VIY1NAH0	HERCEGOVINA
HHAA1MEY0KER0	HAMAKER
WUH1LKAA0T	WOOLLCOTT
BRAH1NER0	BRUNNER
CHEY1S	CHASE
GAA0RBAA0RIY1NOW0	GARBARINO
THER1MOW0SEH2TIH0NG	THERMOSETTING
HHIY2LTHAH0MEH1RIH0KAH0	HEALTHAMERICA
NAA1Z	NAAS
WER1KRUW2M	WORKROOM
KYUW0LAH0KAO1FSKIY0	KULAKOWSKI
KAA0LIY0FAA1NOW0	CALIFANO
BAA1MIY0	BALMY
SUW0ZAE1N	SUZANNE
HHAO1RN	HORNE
PEY1PER0Z	PAPERS'
SKAW1NDRAH0LZ	SCOUNDRELS
DIY0AO1RBIH0T	DEORBIT
KREY1MER0	CRAMER
BEH2LWOW0MIY1NIY0	BELLUOMINI
KAE1PAH0TAH0LIH0STS	CAPITALISTS
SKAO1FS	SCOFFS
BUH1KWER2M	BOOKWORM
BAA1KSBER0GER0	BOXBERGER
BAY0AE1KSIY0AH0L	BIAXIAL
DAA2KYUW0MEH0NTEY1SHAH0N	DOCUMENTATION(1)
HHEH1DWAO2TER0Z	HEADWATERS
ROW1ZAH0NBER0GZ	ROSENBERG'S
AH0LAE1NKOW0	ALANCO
IH0LOW1P	ELOPE
MEH1LAH0NZ	MELLONS
ER1SHAA2D	ERSHAD(1)
DIY1MER0T	DIEMERT
MIH0KIY1TAH0	MIKITA
SWIY1TS	SWEETS
MAE1CHT	MATCHED
LIH1BER2AH0LAY2Z	LIBERALIZE
DEH1NGKTAH0S	DENKTAS
MAE1LMKWIH0ST	MALMQUIST
FAA0VAA0LAO1ROW0	FAVALORO
HHAA1N	HAAN
DEH1KAH0DAH0NT	DECADENT
KAH0LKAA1RNIY0	KULKARNI
KAA1NER0	CONNOR
GLIH1K	GLICK
DIH0SAH0GRIY1IH0NG	DISAGREEING
FYUW1ZD	FUSED
MIH0LEH1NIY0AH0L	MILLENNIAL
IH2NSEH1KTAH0SAY2DZ	INSECTICIDES
SAA0LOW1MAH0	SALOMA
RIH1GAH0LMAH0N	RIGGLEMAN
SHER1TLIH0F	SHURTLEFF
PAO2RNAH0GRAE1FIH0K	PORNOGRAPHIC
RAH1F	RUFF
YOW1LAH0	YOLA
SHAO1RTAH0JHAH0Z	SHORTAGES
SPLIH1NTER0IY0	SPLINTERY
KEH1NAH0LIY0	KENNELLY
MIY2TIY0AO1RIH0K	METEORIC
OW0DIY1LIY0AH0	ODILIA
RAA1GAO0F	ROGOFF
WAO1SHAH0BAO0	WASHABAUGH
JHER1ZIY0Z	JERSEYS
IH2NTEH1RAH0GEY2TIH0NG	INTERROGATING
BEY1ZH	BEIGE
SHAH1DER0	SHUDDER
MAH0KIY1Z	MCKEE'S
RAA1KFER0T	ROCHEFORT(2)
GIH1LIY0	GILLEY
PEH0TRUW1TSIY0	PETRUZZI
DIH0PRAY1V	DEPRIVE
KRAA1MPTAH0N	CROMPTON
PAH1BLIH0KS	PUBLIX
VOY1SIH0NG	VOICING
SAH1FER0ER0Z	SUFFERERS
SLIY1VAH0	SLIVA
CHAO1KLAH0T	CHOCOLATE
GEH1LMAH0N	GELMAN
VIH1SH	WISZ
ZAH0DAO1NG	ZEDONG
KAH0MYUW1NAH0KEY2T	COMMUNICATE
PEH1DAH0LD	PEDDLED
SHUH1RZ	SURES
DAA1RDIH0S	DARDIS
BUH1KKIY2PER0Z	BOOKKEEPERS
SHUW1TS	SCHUETZ
MAH0KFAH1NZ	MCFUN'S
GAH0LAE1NTIY0	GALANTI
FAA1NSTAA2K	FAHNESTOCK
LIY1VZ	LEAVES
PAO1RZ	PORES
WER1KIH0NGER0	WORKINGER
KEH1RAH0T	KARET
BOY1KOW0	BOYKO
HHOW1PNER0	HOEPNER
CHAE1PMAH0NZ	CHAPMAN'S
DEH1NHHER2DER0	DENHERDER
ER1BIH0SAY2D	HERBICIDE(1)
VAE1NGAA2RD	VANGUARD
BLAA1TCHIY0AH0ST	BLOTCHIEST
MAO1L	MALL
BAH1TER0WER2TH	BUTTERWORTH
LIY1CHIH0Z	LEECHES
FAO1RLIH2M	FORELIMB
NOW1TAH0FAY2	NOTIFY
SPIH1TS	SPITZ
PAH0KIH1PSIY0	POUGHKEEPSIE
EH2NLAA1RJHD	ENLARGED
LAH1MPKIH0N	LUMPKIN
AY1GAH0N	AYGEN
KRAY1Z	CRIES
BAY2OW0DAY0VER1S	BIODIVERSE
AH1NDER0	UNDER
RAY1NER0	RINER
DEH1KEY0D	DECADE(1)
BAO1RNZ	BORNS
KAE1NSER0Z	CANCERS
MAH0KMAE1NSHAH0N	MCMANSION
GAA2RDEH1LAH0	GARDELLA
KUW1M	COOMBE(1)
RAE1NGGAH0LER0	WRANGLER
LIH1THIH0K	LITHIC
FIH1NAE0NZ	FINANZ
KWAO1RAH0	QUORA
BUW2TAE1N	BHUTAN
HHEH1SIH0K	HESIK
DIH0MAA1SHAH0	DEMATTIA
HHAO1GLAH0NDZ	HOGLUNDS
KRIH1S	CHRIS'
KAA1NZ	CONS
GAA1CH	GOTSCH
TIY1CHAH0Z	TEACHES
SEY1KRIH0D	SACRED(1)
DIY1KMAH0N	DIECKMAN
AE1KTRAH0SIH0Z	ACTRESSES
FRIY1STAY2L	FREESTYLE
BAA1TNER0	BOTNER
DEH1MER0Z	DEMARS
WIH1KAH0L	WIKEL
AY1DAH0L	IDOL
WIH1LHHOY2T	WILLHOITE
NUW1NMEY2KER0	NUNEMAKER
SHRAY1NZ	SHRINES
NUW1ZPEY2PER0	NEWSPAPER
HHAA1RDGROW2V	HARDGROVE
WIY1KLAO2NG	WEEKLONG
ER0EH1STIY0	URESTI
TEY1BAH0LZ	TABLE'S
REH0PEH1TIY0	REPETTI
DIH1DHER0	DITHER
HHAY1DRAH0	HYDRA
SEH1NTRAH0FYUW2JH	CENTRIFUGE
PAA1RSLIH0NG	PARCELING(1)
FIH2LHHAA0RMAA1NIH0KS	PHILHARMONIC'S
KAH0NKER1D	CONCURRED
GEY1MKAO2K	GAMECOCK
ZIY1LAH0SLIY0	ZEALOUSLY
AW1NGGST	AUNGST
RIY0MAA1RKAH0BAH0L	REMARKABLE(1)
TER1MAH0N	TURMAN
RIY0PAH1BLIH0KAH0NZ	REPUBLICAN'S
CHAE1MBLIH0N	CHAMBLIN
SAA1L	SAHL
SPAA1TLAY2T	SPOTLIGHT
BAY1NDIH0NGZ	BINDINGS
ROW1ZAH0NAW0	ROSENOW
KAH0NTIH1NYUW0LIY0	CONTINUALLY(1)
KAA1MPLAH0MEH2NTIH0D	COMPLEMENTED
MIY1DIY0	MIDI
VIY1ZIY0	VEASEY
SHER1Z	SCHERZ
MEY1KER0Z	MAKER'S
STEH1DIY0ER0	STEADIER
WIH1L	WE'LL(1)
PAW1ER0BUH2K	POWERBOOK
BEY1KER0IY0	BAKERY
BAO1SMAH0N	BOSSMAN
AA1HHOW0	AHO
SUW1PER0FIH0N	SUPERFON
PIH1KSAH0LZ	PIXELS
LIH0TIH1JHAH0S	LITIGIOUS
RIY0ZER1VD	RESERVED(1)
REH0NMIH1NBIY0	RENMINBI
DRAH1G	DRUG
TAW1AH0LZ	TOWELS
JHIY1KAH0N	DZIEKAN
BAE1RIH0KS	BARRICK'S
GAO1MAH0N	GAUGHMAN
WAH0NIH1SKIY0	WANNISKI
IH2NDIH1SPYUW0TAE2BLIY2	INDISPUTABLY
AH1NDER0WEH2R	UNDERWEAR
MAH0KAE1LAH0M	MCCALLUM
KAA1RSTAH0N	KARSTEN
SKAE2NDIH0NEY1VIY0AH0N	SCANDINAVIAN
DAY1SIY0	DICEY
RIY0TAE2LIY0EY1SHAH0N	RETALIATION
DIH0JHAH0TAA1NOW2	DIGAETANO
OW1PEH0NBREY1S	{OPEN-BRACE
SAH0BMER0IY1NZ	SUBMARINES(1)
SEY1NTKLEH1R	ST_CLAIR
IH2NHHYUW0MEY1N	INHUMANE
FLIY1NER0	FLEENOR
HHAA1M	HOM
DAY0EH1RIY0OW0	DIARIO
GEH1MER0	GEMMER
KAE0MPOW1	CAMPEAU
AA1RMIY0Z	ARMY'S
SHIY1LIY0	SHEELEY
PAY1LAA2N	PYLON
KLER1JHIY0MAE2N	CLERGYMAN(1)
GRAE1S	GRASS
MOW0NZAO1N	MONZON
KAE1DMAH0N	CADMAN
HHOW2MIY0OW0STAE1TIH0K	HOMEOSTATIC
EH0SKAA0LAA1NTIY0	ESCALANTE
AH2NKAH0NVEH1NSHAH0NAH0L	UNCONVENTIONAL
JHER1	JERR
DIH0SPIH1RAH0TIH0D	DISPIRITED
RAY1NGOW2LD	RHEINGOLD
JHUW1BAH0LIY2	JUBILEE
LIH1VIH0SEY0	LIVESAY
HHEH1MBIY0	HEMBY
BIY1GLIY0	BEEGHLY
TER0LIY1TSIY0	TERLIZZI
DAY1NAH0MAY2T	DYNAMITE
AO1FRIH0NGZ	OFFERINGS(1)
DEY0TAA1NT	DETENTE
IH1ZAH0KAO0F	ISIKOFF
HHER1BAH0L	HERBEL
DIH0REH1NZOW2	DIRENZO
BEH1DOW0	BEDDOW
NIY1LIY0	NEALEY
AA1NER0	HONOR
KAY1AE0KER0	KAYAKER
KER1NOW0DAH0L	KERNODLE
HHAH1SH	HUSH
VEH0NTOW1LAH0	VENTOLA
RIH0TEY1NIH0NG	RETAINING
LAE1KMAA0R	LACHMAR
FER1MZ	FIRM'S
EY0AO1RTAH0	AORTA
MEH1TAO1L	METALL
BEH1NZ	BENZ
VYUW1ER0Z	VIEWERS'
SIH1TSMAH0N	SITZMANN
GAA1DAY0NZ	GODINES
VIY1HHIH0KAH0LZ	VEHICLES
MAO0RTEH0LAA1ROW0	MORTELLARO
PIY0CHIH1NSKIY0	PIECZYNSKI
KAA1PER0WEH2LD	COPPERWELD
AY1AH0WAH0N	IOWAN
OW0LAE1THIY0	OLATHE
AE1DMRAH0BAH0L	ADMIRABLE(1)
RIY2DIH0STRAH0BYUW1SHAH0N	REDISTRIBUTION
WIH1DAH0N	WHIDDEN
AE1NTIH0JHAH0NZ	ANTIGENS
AH0BRIY2VIY0EY1SHAH0NZ	ABBREVIATIONS
KAA1NCHIH0NSIH0Z	CONSCIENCES
SPOW1LSTRAA0	SPOELSTRA
WEH2STWER0DFEH1RIY0NG	WESTWARD-FARING
FRAE1NGKS	FRANK'S
PAO1Z	PAUSE
TUW1PIH0N	TOUPIN
BRER1LIY0	BREARLEY
FRIH1GAH0N	FRIGON
AH1LMAH0N	ULMAN
LOW1VZ	LOAVES
GRAH0VWAA1	GRAVOIS
HHEH1DIH0NJHER0	HEDINGER(1)
SHAO1RZ	SHORES
